100026.txt,	Final cells: 889
112564.txt,	Final cells: 607367
1126609.txt,	Final cells: 474578
1126612.txt,	Final cells: 222398
1126613.txt,	Final cells: 474367
1126614.txt,	Final cells: 335871
1126615.txt,	Final cells: 251753
1126616.txt,	Final cells: 210339
1126618.txt,	Final cells: 134994
112776.txt,	Final cells: 3044
112777.txt,	Final cells: 19180
112778.txt,	Final cells: 7351
112825.txt,	Final cells: 361499
112826.txt,	Final cells: 353530
112831.txt,	Final cells: 354337
112833.txt,	Final cells: 320239
112834.txt,	Final cells: 370580
112835.txt,	Final cells: 303624
112852.txt,	Final cells: 1925
112853.txt,	Final cells: 15934
112854.txt,	Final cells: 6327
112855.txt,	Final cells: 23475
112856.txt,	Final cells: 3987
112857.txt,	Final cells: 8360
112865.txt,	Final cells: 97428
112866.txt,	Final cells: 119895
1129073.txt,	Final cells: 5496
1129074.txt,	Final cells: 5496
1129075.txt,	Final cells: 15717
1129076.txt,	Final cells: 19325
1129077.txt,	Final cells: 17173
1129078.txt,	Final cells: 21277
1129079.txt,	Final cells: 37132
1129080.txt,	Final cells: 28438
1129081.txt,	Final cells: 26531
1129082.txt,	Final cells: 28581
1129083.txt,	Final cells: 26716
1129084.txt,	Final cells: 25253
1129085.txt,	Final cells: 23851
1129086.txt,	Final cells: 38318
112916.txt,	Final cells: 69463
112917.txt,	Final cells: 50168
112918.txt,	Final cells: 164254
112919.txt,	Final cells: 1794
112920.txt,	Final cells: 105075
112921.txt,	Final cells: 22638
112922.txt,	Final cells: 36767
112925.txt,	Final cells: 35214
112926.txt,	Final cells: 155638
112927.txt,	Final cells: 14642
112928.txt,	Final cells: 1794
112929.txt,	Final cells: 186978
112930.txt,	Final cells: 118655
112931.txt,	Final cells: 31099
112932.txt,	Final cells: 31135
112940.txt,	Final cells: 1794
112941.txt,	Final cells: 1794
1129818.txt,	Final cells: 213419
112996.txt,	Final cells: 337
112997.txt,	Final cells: 294
112998.txt,	Final cells: 1940
112999.txt,	Final cells: 1857
113000.txt,	Final cells: 366
113001.txt,	Final cells: 306
1130077.txt,	Final cells: 1870
1130078.txt,	Final cells: 1865
1130082.txt,	Final cells: 16882
113125.txt,	Final cells: 914
113126.txt,	Final cells: 759
113127.txt,	Final cells: 874
113128.txt,	Final cells: 1057
113134.txt,	Final cells: 6961
1131601.txt,	Final cells: 88738
1131717.txt,	Final cells: 205566
113221.txt,	Final cells: 6611
113225.txt,	Final cells: 30795
113340.txt,	Final cells: 999
113341.txt,	Final cells: 282
113342.txt,	Final cells: 1203
113343.txt,	Final cells: 383
113344.txt,	Final cells: 5927
113417.txt,	Final cells: 294555
113418.txt,	Final cells: 27757
113419.txt,	Final cells: 96533
113420.txt,	Final cells: 95447
113421.txt,	Final cells: 95905
113422.txt,	Final cells: 19282
113653.txt,	Final cells: 152778
113685.txt,	Final cells: 175085
113855.txt,	Final cells: 123096
113858.txt,	Final cells: 63914
113861.txt,	Final cells: 29460
113862.txt,	Final cells: 30731
113863.txt,	Final cells: 23163
113864.txt,	Final cells: 27171
113865.txt,	Final cells: 32831
113866.txt,	Final cells: 2104
113867.txt,	Final cells: 2630
113868.txt,	Final cells: 2763
113869.txt,	Final cells: 2746
113887.txt,	Final cells: 5844
113889.txt,	Final cells: 1144
113890.txt,	Final cells: 1326
113891.txt,	Final cells: 13803
113906.txt,	Final cells: 555325
113908.txt,	Final cells: 2641
113956.txt,	Final cells: 45940
113957.txt,	Final cells: 212441
113958.txt,	Final cells: 33853
113999.txt,	Final cells: 155530
114013.txt,	Final cells: 58971
114014.txt,	Final cells: 72446
114020.txt,	Final cells: 51
114029.txt,	Final cells: 1741046
114077.txt,	Final cells: 265098
114255.txt,	Final cells: 138763
114437.txt,	Final cells: 196414
114438.txt,	Final cells: 160667
1146162.txt,	Final cells: 6709
1146164.txt,	Final cells: 6819
1146165.txt,	Final cells: 55257
1146166.txt,	Final cells: 23307
1146168.txt,	Final cells: 33381
1146169.txt,	Final cells: 84549
1146170.txt,	Final cells: 75404
1146171.txt,	Final cells: 129778
1146172.txt,	Final cells: 119721
1146173.txt,	Final cells: 113634
1146174.txt,	Final cells: 145454
1146175.txt,	Final cells: 84201
1146176.txt,	Final cells: 111497
1146177.txt,	Final cells: 734698
1146178.txt,	Final cells: 140512
1146179.txt,	Final cells: 96000
1146180.txt,	Final cells: 43670
1146181.txt,	Final cells: 18210
1146183.txt,	Final cells: 5902
1146184.txt,	Final cells: 8319
1146185.txt,	Final cells: 11910
1146186.txt,	Final cells: 14717
1146187.txt,	Final cells: 20553
1146188.txt,	Final cells: 19381
1146189.txt,	Final cells: 28951
1146190.txt,	Final cells: 3833
1146191.txt,	Final cells: 14553
1146192.txt,	Final cells: 31224
1146193.txt,	Final cells: 33053
1146195.txt,	Final cells: 3613
1146196.txt,	Final cells: 32202
1146197.txt,	Final cells: 139884
1146199.txt,	Final cells: 617962
1146260.txt,	Final cells: 58596
1146261.txt,	Final cells: 54579
1146724.txt,	Final cells: 403047
1147177.txt,	Final cells: 50827
1147240.txt,	Final cells: 318788
1148096.txt,	Final cells: 16310
1148449.txt,	Final cells: 8579
1150177.txt,	Final cells: 1285875
115051.txt,	Final cells: 7938
115053.txt,	Final cells: 8099
115054.txt,	Final cells: 8512
115059.txt,	Final cells: 8697
115060.txt,	Final cells: 8181
115061.txt,	Final cells: 8813
115062.txt,	Final cells: 9110
115063.txt,	Final cells: 9693
115064.txt,	Final cells: 8860
115065.txt,	Final cells: 9395
115066.txt,	Final cells: 9409
115067.txt,	Final cells: 8843
115068.txt,	Final cells: 9814
115069.txt,	Final cells: 9365
115070.txt,	Final cells: 7631
1153643.txt,	Final cells: 1816
1153645.txt,	Final cells: 1895
115532.txt,	Final cells: 1555963
115601.txt,	Final cells: 450
1156747.txt,	Final cells: 252776
115733.txt,	Final cells: 69374
1158261.txt,	Final cells: 474
1158262.txt,	Final cells: 484
1158263.txt,	Final cells: 5302
1158264.txt,	Final cells: 472
1158265.txt,	Final cells: 16973
1158266.txt,	Final cells: 1788
1158267.txt,	Final cells: 15231
1158268.txt,	Final cells: 73319
1158269.txt,	Final cells: 151417
116051.txt,	Final cells: 10263
116060.txt,	Final cells: 270540
116062.txt,	Final cells: 9867
116063.txt,	Final cells: 856
116064.txt,	Final cells: 9129
116065.txt,	Final cells: 328
116066.txt,	Final cells: 280
116067.txt,	Final cells: 6873
116068.txt,	Final cells: 26462
116069.txt,	Final cells: 714
116070.txt,	Final cells: 1011
116072.txt,	Final cells: 1442
116073.txt,	Final cells: 1111
116074.txt,	Final cells: 2413
116075.txt,	Final cells: 996
116076.txt,	Final cells: 1934
116077.txt,	Final cells: 19153
116078.txt,	Final cells: 2848
116079.txt,	Final cells: 38416
116080.txt,	Final cells: 11598
116287.txt,	Final cells: 174714
116290.txt,	Final cells: 534926
116291.txt,	Final cells: 7162
116292.txt,	Final cells: 11928
116293.txt,	Final cells: 5884
116294.txt,	Final cells: 14411
116295.txt,	Final cells: 14029
1164424.txt,	Final cells: 17078
1165782.txt,	Final cells: 18758
116862.txt,	Final cells: 24483
116863.txt,	Final cells: 21023
116866.txt,	Final cells: 30603
116867.txt,	Final cells: 33610
116870.txt,	Final cells: 24010
116871.txt,	Final cells: 21927
116872.txt,	Final cells: 6547
116873.txt,	Final cells: 71000
116875.txt,	Final cells: 47666
116876.txt,	Final cells: 74050
116877.txt,	Final cells: 34016
116878.txt,	Final cells: 26285
116879.txt,	Final cells: 52176
116880.txt,	Final cells: 60331
116890.txt,	Final cells: 3188
116891.txt,	Final cells: 368
116893.txt,	Final cells: 8724
116896.txt,	Final cells: 6434
116999.txt,	Final cells: 38506
117000.txt,	Final cells: 99625
117003.txt,	Final cells: 70485
117004.txt,	Final cells: 59351
117005.txt,	Final cells: 10281
117007.txt,	Final cells: 17887
117010.txt,	Final cells: 10601
117011.txt,	Final cells: 13067
117014.txt,	Final cells: 2150
117018.txt,	Final cells: 1934
117019.txt,	Final cells: 2843
117020.txt,	Final cells: 2576
117139.txt,	Final cells: 3840
117150.txt,	Final cells: 632
1172870.txt,	Final cells: 1922494
117423.txt,	Final cells: 19101
117428.txt,	Final cells: 3909
1174394.txt,	Final cells: 430557
1174395.txt,	Final cells: 228600
1174396.txt,	Final cells: 438543
1174397.txt,	Final cells: 228405
1174398.txt,	Final cells: 429781
1174408.txt,	Final cells: 427526
117523.txt,	Final cells: 95
117524.txt,	Final cells: 897
117525.txt,	Final cells: 16361
117526.txt,	Final cells: 16609
1176415.txt,	Final cells: 318448
1176416.txt,	Final cells: 317700
1176417.txt,	Final cells: 290015
1176418.txt,	Final cells: 290403
1176419.txt,	Final cells: 414579
1176420.txt,	Final cells: 414579
1176421.txt,	Final cells: 361417
1176422.txt,	Final cells: 361417
1176423.txt,	Final cells: 414448
1176424.txt,	Final cells: 414448
117647.txt,	Final cells: 4187
117682.txt,	Final cells: 502908
1179042.txt,	Final cells: 336772
1179043.txt,	Final cells: 492567
1179044.txt,	Final cells: 498314
1179045.txt,	Final cells: 493693
117948.txt,	Final cells: 51608
117949.txt,	Final cells: 2239
117950.txt,	Final cells: 2074
117951.txt,	Final cells: 14787
117952.txt,	Final cells: 2669
118032.txt,	Final cells: 4904
118033.txt,	Final cells: 254435
118034.txt,	Final cells: 2918
118035.txt,	Final cells: 27444
118037.txt,	Final cells: 470246
118099.txt,	Final cells: 5968
1181081.txt,	Final cells: 67346
1181082.txt,	Final cells: 114770
1181083.txt,	Final cells: 162727
1181084.txt,	Final cells: 162160
118287.txt,	Final cells: 4742
118288.txt,	Final cells: 51262
118289.txt,	Final cells: 101592
118290.txt,	Final cells: 28752
118292.txt,	Final cells: 30897
118293.txt,	Final cells: 23182
118294.txt,	Final cells: 18850
118295.txt,	Final cells: 37808
118296.txt,	Final cells: 274277
118297.txt,	Final cells: 6417
118298.txt,	Final cells: 47132
118299.txt,	Final cells: 27922
118301.txt,	Final cells: 30948
118302.txt,	Final cells: 23263
118303.txt,	Final cells: 38505
118304.txt,	Final cells: 4887
118305.txt,	Final cells: 5378
118306.txt,	Final cells: 4927
118307.txt,	Final cells: 55630
118309.txt,	Final cells: 6943
118317.txt,	Final cells: 3900
1185140.txt,	Final cells: 894
118656.txt,	Final cells: 11304
118657.txt,	Final cells: 11045
118675.txt,	Final cells: 3705
118676.txt,	Final cells: 12787
118677.txt,	Final cells: 15814
118678.txt,	Final cells: 14222
118679.txt,	Final cells: 25711
118680.txt,	Final cells: 6194
118681.txt,	Final cells: 12615
118682.txt,	Final cells: 23810
118683.txt,	Final cells: 17964
118714.txt,	Final cells: 651
118768.txt,	Final cells: 753
118882.txt,	Final cells: 17326
118893.txt,	Final cells: 100728
118895.txt,	Final cells: 3415
118899.txt,	Final cells: 54450
118904.txt,	Final cells: 40904
118905.txt,	Final cells: 298969
118908.txt,	Final cells: 9340
118909.txt,	Final cells: 54768
118914.txt,	Final cells: 251157
118916.txt,	Final cells: 49937
118920.txt,	Final cells: 21358
118921.txt,	Final cells: 12052
118923.txt,	Final cells: 550223
119051.txt,	Final cells: 987
119052.txt,	Final cells: 1261
119238.txt,	Final cells: 381581
119241.txt,	Final cells: 616490
119247.txt,	Final cells: 81588
119829.txt,	Final cells: 425675
119830.txt,	Final cells: 431863
119831.txt,	Final cells: 84108
119867.txt,	Final cells: 56118
119918.txt,	Final cells: 16211
1203191.txt,	Final cells: 80548
120477.txt,	Final cells: 2003847
120755.txt,	Final cells: 50
120756.txt,	Final cells: 42
1207593.txt,	Final cells: 1411405
1207649.txt,	Final cells: 19912
1207650.txt,	Final cells: 9877
1207651.txt,	Final cells: 3079
1207652.txt,	Final cells: 11745
1207653.txt,	Final cells: 9345
1207654.txt,	Final cells: 3709
1207655.txt,	Final cells: 7298
1207656.txt,	Final cells: 18064
1207657.txt,	Final cells: 13896
1207658.txt,	Final cells: 2726
1207659.txt,	Final cells: 4458
1207660.txt,	Final cells: 2769
1207661.txt,	Final cells: 11970
1207662.txt,	Final cells: 180
1207663.txt,	Final cells: 2430
1207664.txt,	Final cells: 10445
1207665.txt,	Final cells: 9720
1207666.txt,	Final cells: 35814
1207667.txt,	Final cells: 8223
1207668.txt,	Final cells: 24003
1207669.txt,	Final cells: 9945
1207670.txt,	Final cells: 9662
1207671.txt,	Final cells: 5500
1207672.txt,	Final cells: 23572
120786.txt,	Final cells: 955
120787.txt,	Final cells: 2527
120788.txt,	Final cells: 2343
120789.txt,	Final cells: 150
120790.txt,	Final cells: 43107
120791.txt,	Final cells: 3800
120792.txt,	Final cells: 1136
121118.txt,	Final cells: 4998
121122.txt,	Final cells: 894
1211688.txt,	Final cells: 777
1211689.txt,	Final cells: 881
1211690.txt,	Final cells: 1002
1211691.txt,	Final cells: 960
1211692.txt,	Final cells: 847
1211693.txt,	Final cells: 972
1213332.txt,	Final cells: 398
121394.txt,	Final cells: 113
121395.txt,	Final cells: 10421
121396.txt,	Final cells: 34848
121397.txt,	Final cells: 861
121398.txt,	Final cells: 927
121399.txt,	Final cells: 835
121400.txt,	Final cells: 443
121401.txt,	Final cells: 22132
121404.txt,	Final cells: 15420
1215157.txt,	Final cells: 341916
121535.txt,	Final cells: 807
1215417.txt,	Final cells: 12449
1215418.txt,	Final cells: 58831
121868.txt,	Final cells: 79373
121869.txt,	Final cells: 86058
1220293.txt,	Final cells: 258917
122126.txt,	Final cells: 4689
122200.txt,	Final cells: 3208479
122201.txt,	Final cells: 653221
1222709.txt,	Final cells: 204382
122308.txt,	Final cells: 14625
122309.txt,	Final cells: 31743
1223317.txt,	Final cells: 110001
122347.txt,	Final cells: 26864
122349.txt,	Final cells: 547
122350.txt,	Final cells: 8214
122351.txt,	Final cells: 884
122352.txt,	Final cells: 13091
122354.txt,	Final cells: 9616
1223672.txt,	Final cells: 9639
1223673.txt,	Final cells: 9258
1223674.txt,	Final cells: 9739
1223675.txt,	Final cells: 9885
122390.txt,	Final cells: 24250
1224383.txt,	Final cells: 1741
1224384.txt,	Final cells: 1743
1224385.txt,	Final cells: 960
1224386.txt,	Final cells: 942
1224387.txt,	Final cells: 6946
1224388.txt,	Final cells: 9016
122482.txt,	Final cells: 6698
122550.txt,	Final cells: 38847
122551.txt,	Final cells: 6938
122691.txt,	Final cells: 64760
122715.txt,	Final cells: 8976
122796.txt,	Final cells: 1159650
1228189.txt,	Final cells: 41091
1228190.txt,	Final cells: 76840
1228191.txt,	Final cells: 8705
1228192.txt,	Final cells: 74439
1228193.txt,	Final cells: 4775
1228194.txt,	Final cells: 45411
1228195.txt,	Final cells: 1512
1228196.txt,	Final cells: 4039
1228197.txt,	Final cells: 6229
1228198.txt,	Final cells: 45574
1228199.txt,	Final cells: 77595
1228200.txt,	Final cells: 136079
1228624.txt,	Final cells: 23752
122866.txt,	Final cells: 210
122868.txt,	Final cells: 1330
122870.txt,	Final cells: 3587
122947.txt,	Final cells: 75942
123043.txt,	Final cells: 988
123044.txt,	Final cells: 142
123045.txt,	Final cells: 613
1231075.txt,	Final cells: 175473
1231076.txt,	Final cells: 508341
1231077.txt,	Final cells: 586927
1231078.txt,	Final cells: 1973214
123302.txt,	Final cells: 3930
123303.txt,	Final cells: 2202
1233192.txt,	Final cells: 9514
1233193.txt,	Final cells: 8514
1233194.txt,	Final cells: 13629
1233195.txt,	Final cells: 15307
123353.txt,	Final cells: 2729
123354.txt,	Final cells: 1831
123471.txt,	Final cells: 341035
123472.txt,	Final cells: 242670
123787.txt,	Final cells: 298280
123794.txt,	Final cells: 470987
123811.txt,	Final cells: 650902
123958.txt,	Final cells: 13296
124034.txt,	Final cells: 82576
124035.txt,	Final cells: 16635
124036.txt,	Final cells: 38472
124037.txt,	Final cells: 45480
124038.txt,	Final cells: 60016
124039.txt,	Final cells: 41731
124040.txt,	Final cells: 22587
124041.txt,	Final cells: 33381
124042.txt,	Final cells: 66223
124043.txt,	Final cells: 24102
124185.txt,	Final cells: 269540
124186.txt,	Final cells: 183785
124249.txt,	Final cells: 93525
124336.txt,	Final cells: 56919
124358.txt,	Final cells: 1260
124360.txt,	Final cells: 438
124361.txt,	Final cells: 82697
124362.txt,	Final cells: 14444
124363.txt,	Final cells: 2404
124367.txt,	Final cells: 2521
124368.txt,	Final cells: 2145
124369.txt,	Final cells: 5999
124370.txt,	Final cells: 7523
124371.txt,	Final cells: 29733
124372.txt,	Final cells: 332
124373.txt,	Final cells: 1976
124374.txt,	Final cells: 3618
124375.txt,	Final cells: 6437
124526.txt,	Final cells: 753130
124532.txt,	Final cells: 12746
124533.txt,	Final cells: 4555
124534.txt,	Final cells: 4087
124535.txt,	Final cells: 1982
124614.txt,	Final cells: 749461
124682.txt,	Final cells: 1725
124707.txt,	Final cells: 1190
124708.txt,	Final cells: 1180
124709.txt,	Final cells: 8338
124836.txt,	Final cells: 6437
125064.txt,	Final cells: 717750
125066.txt,	Final cells: 12634
125067.txt,	Final cells: 354693
125068.txt,	Final cells: 30742
125069.txt,	Final cells: 53422
125070.txt,	Final cells: 209490
125071.txt,	Final cells: 234
125102.txt,	Final cells: 328343
1252876.txt,	Final cells: 59968
125381.txt,	Final cells: 271888
125386.txt,	Final cells: 237648
125393.txt,	Final cells: 316566
125514.txt,	Final cells: 167602
125872.txt,	Final cells: 327081
125877.txt,	Final cells: 182625
125882.txt,	Final cells: 172689
125892.txt,	Final cells: 182040
125947.txt,	Final cells: 65730
126195.txt,	Final cells: 2679
126196.txt,	Final cells: 300
126197.txt,	Final cells: 2064
126281.txt,	Final cells: 74393
126282.txt,	Final cells: 37040
126283.txt,	Final cells: 36547
126284.txt,	Final cells: 108263
126285.txt,	Final cells: 41116
126286.txt,	Final cells: 234
126542.txt,	Final cells: 214571
126544.txt,	Final cells: 10304
126545.txt,	Final cells: 110829
126660.txt,	Final cells: 224748
126813.txt,	Final cells: 3792
126820.txt,	Final cells: 1605
127151.txt,	Final cells: 272
127152.txt,	Final cells: 1045
127193.txt,	Final cells: 211044
127196.txt,	Final cells: 130242
127214.txt,	Final cells: 37815
127243.txt,	Final cells: 115533
127249.txt,	Final cells: 134540
127253.txt,	Final cells: 81891
127261.txt,	Final cells: 139908
127275.txt,	Final cells: 136632
127316.txt,	Final cells: 64554
1273628.txt,	Final cells: 151522
1273629.txt,	Final cells: 65089
1273630.txt,	Final cells: 65495
1275114.txt,	Final cells: 5351
1275115.txt,	Final cells: 4434
1275116.txt,	Final cells: 16773
1275117.txt,	Final cells: 16303
1277085.txt,	Final cells: 142151
127889.txt,	Final cells: 1548
127890.txt,	Final cells: 277
127891.txt,	Final cells: 50
128001.txt,	Final cells: 594323
128057.txt,	Final cells: 4974
128058.txt,	Final cells: 13484
128065.txt,	Final cells: 19914
128076.txt,	Final cells: 1554
1282328.txt,	Final cells: 53
128329.txt,	Final cells: 1560
128336.txt,	Final cells: 22584
128344.txt,	Final cells: 19918
128350.txt,	Final cells: 462
128351.txt,	Final cells: 1282
128373.txt,	Final cells: 49206
128439.txt,	Final cells: 109065
128482.txt,	Final cells: 6483
128483.txt,	Final cells: 16951
